,CustomerKey,BirthDate,YearlyIncome,TotalChildren,EnglishEducation,EnglishOccupation,NumberCarsOwned,CommuteDistance,Age,BikeBuyer
13683,24683,5/19/1951,60000,2,Partial College,Professional,2,2-5 Miles,64,1
13684,24684,4/21/1951,60000,2,Partial College,Professional,2,2-5 Miles,64,1
13685,24685,6/3/1951,60000,2,Partial College,Professional,2,2-5 Miles,64,1
13686,24686,7/18/1952,70000,2,Partial High School,Skilled Manual,2,10+ Miles,63,0
13687,24687,8/18/1952,70000,2,Partial High School,Skilled Manual,2,10+ Miles,63,0
13688,24688,2/3/1953,60000,3,Partial High School,Skilled Manual,3,2-5 Miles,62,1
13689,24689,1/26/1974,30000,0,Partial College,Clerical,1,1-2 Miles,41,1
13690,24690,3/10/1980,20000,0,Partial High School,Manual,2,1-2 Miles,35,1
13691,24691,5/17/1980,20000,0,Partial High School,Manual,2,1-2 Miles,35,0
13692,24692,3/8/1980,20000,0,Partial High School,Manual,2,1-2 Miles,35,0
13693,24693,10/16/1979,30000,0,Partial College,Clerical,1,2-5 Miles,35,0
13694,24694,10/6/1978,30000,0,High School,Manual,1,1-2 Miles,36,0
13695,24695,11/2/1978,30000,0,High School,Manual,1,1-2 Miles,36,0
13696,24696,10/26/1978,30000,0,High School,Manual,1,1-2 Miles,36,0
13697,24697,11/14/1974,40000,1,Bachelors,Skilled Manual,0,0-1 Miles,40,1
13698,24698,5/23/1973,30000,0,High School,Manual,1,2-5 Miles,42,1
13699,24699,10/13/1972,20000,0,Partial High School,Manual,2,1-2 Miles,42,0
13700,24700,3/28/1973,30000,0,High School,Manual,1,2-5 Miles,42,1
13701,24701,4/14/1973,40000,1,Bachelors,Skilled Manual,0,1-2 Miles,42,1
13702,24702,6/27/1973,40000,0,Graduate Degree,Skilled Manual,0,0-1 Miles,42,1
13703,24703,7/8/1972,20000,0,Partial High School,Manual,2,1-2 Miles,43,0
13704,24704,3/13/1972,20000,0,Partial High School,Manual,2,1-2 Miles,43,0
13705,24705,3/18/1972,30000,0,High School,Manual,1,2-5 Miles,43,1
13706,24706,2/8/1972,30000,0,High School,Manual,1,1-2 Miles,43,1
13707,24707,8/18/1972,30000,0,High School,Manual,1,2-5 Miles,43,1
13708,24708,7/27/1972,30000,0,High School,Manual,1,2-5 Miles,43,1
13709,24709,9/18/1972,40000,1,Bachelors,Skilled Manual,1,0-1 Miles,42,1
13710,24710,6/14/1972,40000,1,Bachelors,Skilled Manual,1,1-2 Miles,43,1
13711,24711,4/22/1972,40000,1,Partial College,Clerical,1,0-1 Miles,43,1
13712,24712,4/4/1972,40000,2,Partial College,Clerical,0,1-2 Miles,43,1
13713,24713,7/5/1916,10000,4,Partial High School,Manual,2,1-2 Miles,99,0
13714,24714,9/25/1971,20000,0,Partial High School,Manual,2,1-2 Miles,43,0
13715,24715,3/4/1971,20000,0,Partial High School,Manual,2,0-1 Miles,44,0
13716,24716,10/17/1971,30000,0,High School,Manual,1,1-2 Miles,43,1
13717,24717,6/20/1971,30000,0,High School,Manual,1,2-5 Miles,44,1
13718,24718,6/8/1971,40000,2,Partial College,Clerical,1,1-2 Miles,44,1
13719,24719,4/15/1971,40000,2,Partial College,Clerical,1,0-1 Miles,44,0
13720,24720,11/3/1971,40000,2,Partial College,Clerical,2,1-2 Miles,43,0
13721,24721,11/6/1971,40000,2,Partial College,Clerical,2,1-2 Miles,43,0
13722,24722,3/15/1970,40000,2,Partial College,Clerical,2,1-2 Miles,45,0
13723,24723,8/7/1970,40000,2,Partial College,Clerical,2,0-1 Miles,45,1
13724,24724,12/14/1970,40000,2,Partial College,Clerical,2,1-2 Miles,44,0
13725,24725,5/5/1975,40000,3,Partial College,Clerical,0,1-2 Miles,40,0
13726,24726,6/6/1975,40000,3,Partial College,Clerical,1,1-2 Miles,40,0
13727,24727,3/3/1974,40000,3,Partial College,Clerical,2,1-2 Miles,41,0
13728,24728,8/11/1974,50000,0,Graduate Degree,Skilled Manual,0,0-1 Miles,41,0
13729,24729,7/26/1974,50000,0,Graduate Degree,Skilled Manual,0,0-1 Miles,41,0
13730,24730,11/3/1975,40000,4,Partial College,Clerical,1,0-1 Miles,39,0
13731,24731,10/14/1975,40000,4,Partial College,Clerical,1,0-1 Miles,39,0
13732,24732,11/25/1930,30000,1,Bachelors,Skilled Manual,1,2-5 Miles,84,0
13733,24733,6/23/1966,80000,0,Graduate Degree,Skilled Manual,0,0-1 Miles,49,0
13734,24734,10/5/1966,80000,0,Graduate Degree,Skilled Manual,0,1-2 Miles,48,1
13735,24735,5/14/1966,80000,0,Graduate Degree,Skilled Manual,0,1-2 Miles,49,1
13736,24736,1/18/1954,20000,3,Partial High School,Clerical,2,1-2 Miles,61,0
13737,24737,10/12/1954,20000,3,Partial High School,Clerical,2,1-2 Miles,60,0
13738,24738,9/17/1954,40000,1,Partial College,Clerical,1,1-2 Miles,60,1
13739,24739,3/13/1954,40000,1,Partial College,Clerical,1,0-1 Miles,61,1
13740,24740,7/14/1955,20000,3,Partial High School,Clerical,2,1-2 Miles,60,0
13741,24741,6/9/1955,20000,3,Partial High School,Clerical,2,0-1 Miles,60,0
13742,24742,3/14/1955,30000,1,High School,Clerical,2,1-2 Miles,60,0
13743,24743,5/26/1956,30000,2,High School,Skilled Manual,2,0-1 Miles,59,0
13744,24744,5/15/1956,30000,2,High School,Skilled Manual,2,1-2 Miles,59,0
13745,24745,10/10/1956,30000,2,High School,Skilled Manual,2,0-1 Miles,58,0
13746,24746,8/14/1957,20000,2,Partial High School,Clerical,2,1-2 Miles,58,0
13747,24747,8/25/1957,20000,2,Partial High School,Clerical,2,1-2 Miles,58,0
13748,24748,4/26/1957,20000,2,Partial High School,Clerical,2,0-1 Miles,58,0
13749,24749,9/27/1957,20000,2,Partial High School,Clerical,2,1-2 Miles,57,0
13750,24750,11/13/1957,20000,2,Partial High School,Clerical,2,1-2 Miles,57,0
13751,24751,3/19/1957,30000,2,High School,Skilled Manual,2,1-2 Miles,58,0
13752,24752,11/2/1958,30000,2,High School,Skilled Manual,2,1-2 Miles,56,1
13753,24753,6/24/1958,30000,2,High School,Skilled Manual,2,1-2 Miles,57,1
13754,24754,12/5/1958,40000,1,Partial College,Clerical,1,1-2 Miles,56,1
13755,24755,4/3/1958,40000,1,Partial College,Clerical,1,0-1 Miles,57,0
13756,24756,8/5/1958,40000,1,Partial College,Clerical,1,1-2 Miles,57,1
13757,24757,1/10/1958,40000,1,Partial College,Clerical,1,1-2 Miles,57,1
13758,24758,12/11/1959,40000,2,Partial College,Clerical,1,0-1 Miles,55,0
13759,24759,4/17/1959,40000,2,Partial College,Clerical,1,1-2 Miles,56,1
13760,24760,8/6/1959,40000,2,Partial College,Clerical,1,1-2 Miles,56,1
13761,24761,5/25/1959,40000,2,Partial College,Clerical,1,1-2 Miles,56,1
13762,24762,5/28/1972,50000,0,Graduate Degree,Skilled Manual,0,1-2 Miles,43,1
13763,24763,10/21/1973,40000,0,Graduate Degree,Skilled Manual,0,0-1 Miles,41,0
13764,24764,8/4/1973,40000,0,Graduate Degree,Skilled Manual,0,1-2 Miles,42,1
13765,24765,2/26/1973,40000,1,Graduate Degree,Skilled Manual,0,1-2 Miles,42,0
13766,24766,7/18/1973,40000,1,Graduate Degree,Skilled Manual,0,1-2 Miles,42,0
13767,24767,3/10/1973,40000,1,Graduate Degree,Skilled Manual,0,0-1 Miles,42,0
13768,24768,10/14/1973,40000,1,Graduate Degree,Skilled Manual,0,0-1 Miles,41,0
13769,24769,7/11/1973,40000,1,Graduate Degree,Skilled Manual,0,1-2 Miles,42,0
13770,24770,11/13/1973,60000,1,Graduate Degree,Skilled Manual,0,1-2 Miles,41,1
13771,24771,8/19/1972,50000,1,Graduate Degree,Skilled Manual,0,1-2 Miles,43,0
13772,24772,5/22/1972,50000,1,Graduate Degree,Skilled Manual,0,1-2 Miles,43,0
13773,24773,6/23/1971,70000,1,Graduate Degree,Skilled Manual,0,1-2 Miles,44,0
13774,24774,3/22/1971,70000,1,Graduate Degree,Skilled Manual,0,1-2 Miles,44,0
13775,24775,12/27/1971,70000,1,Graduate Degree,Skilled Manual,0,1-2 Miles,43,0
13776,24776,10/5/1971,70000,1,Graduate Degree,Skilled Manual,0,1-2 Miles,43,0
13777,24777,2/3/1971,70000,1,Graduate Degree,Skilled Manual,0,0-1 Miles,44,0
13778,24778,10/14/1971,70000,1,Graduate Degree,Skilled Manual,0,0-1 Miles,43,1
13779,24779,5/7/1971,70000,1,Graduate Degree,Skilled Manual,0,1-2 Miles,44,1
13780,24780,7/21/1971,70000,1,Graduate Degree,Skilled Manual,0,0-1 Miles,44,1
13781,24781,10/22/1972,50000,1,Graduate Degree,Skilled Manual,0,1-2 Miles,42,1
13782,24782,2/7/1972,60000,1,Graduate Degree,Skilled Manual,0,2-5 Miles,43,1
13783,24783,8/4/1972,60000,1,Graduate Degree,Skilled Manual,0,2-5 Miles,43,1
13784,24784,5/12/1972,70000,1,Graduate Degree,Professional,0,0-1 Miles,43,1
13785,24785,2/28/1970,40000,1,Bachelors,Skilled Manual,0,0-1 Miles,45,1
13786,24786,1/24/1970,40000,1,Bachelors,Skilled Manual,0,2-5 Miles,45,1
13787,24787,12/25/1970,40000,1,Bachelors,Skilled Manual,0,2-5 Miles,44,1
13788,24788,10/2/1970,40000,1,Bachelors,Skilled Manual,1,0-1 Miles,44,1
13789,24789,6/12/1970,40000,1,Bachelors,Skilled Manual,1,0-1 Miles,45,1
13790,24790,8/6/1970,40000,1,Bachelors,Skilled Manual,1,2-5 Miles,45,1
13791,24791,5/25/1970,40000,1,Bachelors,Skilled Manual,1,2-5 Miles,45,1
13792,24792,10/17/1970,40000,1,Bachelors,Skilled Manual,1,2-5 Miles,44,1
13793,24793,7/7/1970,40000,1,Bachelors,Skilled Manual,1,0-1 Miles,45,1
13794,24794,10/3/1969,60000,1,Bachelors,Skilled Manual,1,2-5 Miles,45,1
13795,24795,11/22/1969,60000,2,Bachelors,Skilled Manual,0,2-5 Miles,45,1
13796,24796,11/19/1969,60000,2,Bachelors,Skilled Manual,0,2-5 Miles,45,1
13797,24797,11/5/1969,60000,2,Bachelors,Skilled Manual,0,0-1 Miles,45,1
13798,24798,5/27/1969,60000,2,Bachelors,Skilled Manual,0,2-5 Miles,46,1
13799,24799,11/5/1969,60000,2,Bachelors,Skilled Manual,0,2-5 Miles,45,1
13800,24800,6/15/1971,60000,1,Graduate Degree,Professional,0,0-1 Miles,44,1
13801,24801,7/11/1971,60000,1,Graduate Degree,Professional,0,2-5 Miles,44,1
13802,24802,3/3/1971,70000,3,Graduate Degree,Professional,0,2-5 Miles,44,1
13803,24803,9/23/1968,40000,4,High School,Skilled Manual,3,10+ Miles,46,0
13804,24804,9/19/1968,70000,2,Bachelors,Skilled Manual,1,2-5 Miles,46,1
13805,24805,11/18/1967,40000,5,High School,Skilled Manual,2,2-5 Miles,47,0
13806,24806,3/25/1970,70000,4,Graduate Degree,Professional,0,2-5 Miles,45,1
13807,24807,4/25/1970,70000,4,Graduate Degree,Professional,0,0-1 Miles,45,1
13808,24808,4/25/1970,70000,4,Graduate Degree,Professional,0,0-1 Miles,45,1
13809,24809,3/9/1970,70000,4,Graduate Degree,Professional,0,2-5 Miles,45,1
13810,24810,2/16/1967,50000,2,Bachelors,Skilled Manual,1,2-5 Miles,48,1
13811,24811,7/12/1967,50000,2,Bachelors,Skilled Manual,1,0-1 Miles,48,1
13812,24812,8/18/1966,80000,3,Bachelors,Skilled Manual,1,2-5 Miles,49,0
13813,24813,10/21/1966,80000,3,Bachelors,Skilled Manual,1,2-5 Miles,48,0
13814,24814,5/2/1966,60000,0,Graduate Degree,Professional,0,2-5 Miles,49,1
13815,24815,6/14/1966,70000,4,Graduate Degree,Professional,0,2-5 Miles,49,1
13816,24816,11/19/1969,60000,2,Graduate Degree,Professional,0,0-1 Miles,45,0
13817,24817,10/11/1969,60000,2,Graduate Degree,Professional,0,2-5 Miles,45,1
13818,24818,3/18/1969,70000,5,Graduate Degree,Professional,0,2-5 Miles,46,1
13819,24819,8/16/1969,70000,5,Graduate Degree,Professional,0,2-5 Miles,46,1
13820,24820,10/12/1969,70000,5,Graduate Degree,Professional,2,2-5 Miles,45,0
13821,24821,9/19/1969,70000,5,Graduate Degree,Professional,2,0-1 Miles,45,0
13822,24822,3/11/1969,70000,5,Graduate Degree,Professional,3,10+ Miles,46,0
13823,24823,8/17/1969,70000,5,Graduate Degree,Professional,3,10+ Miles,46,0
13824,24824,9/8/1965,40000,0,Bachelors,Professional,1,2-5 Miles,50,1
13825,24825,4/19/1965,50000,3,Bachelors,Skilled Manual,2,2-5 Miles,50,0
13826,24826,8/25/1965,50000,3,Bachelors,Skilled Manual,2,0-1 Miles,50,0
13827,24827,6/10/1965,50000,3,Bachelors,Skilled Manual,3,10+ Miles,50,0
13828,24828,3/3/1965,60000,0,Graduate Degree,Professional,0,2-5 Miles,50,1
13829,24829,2/24/1965,60000,0,Graduate Degree,Professional,0,0-1 Miles,50,0
13830,24830,9/8/1965,60000,0,Graduate Degree,Professional,1,2-5 Miles,50,0
13831,24831,7/13/1965,60000,0,Graduate Degree,Professional,1,2-5 Miles,50,1
13832,24832,8/2/1965,60000,0,Graduate Degree,Professional,1,0-1 Miles,50,1
13833,24833,2/18/1968,40000,0,Graduate Degree,Clerical,0,0-1 Miles,47,1
13834,24834,3/6/1968,40000,0,Graduate Degree,Clerical,0,0-1 Miles,47,1
13835,24835,10/27/1968,40000,0,Graduate Degree,Clerical,0,0-1 Miles,46,1
13836,24836,6/15/1925,10000,4,Partial College,Manual,2,0-1 Miles,90,0
13837,24837,11/6/1957,130000,2,Partial College,Professional,2,0-1 Miles,57,1
13838,24838,5/26/1957,130000,3,Partial College,Professional,3,5-10 Miles,58,0
13839,24839,6/17/1956,120000,3,High School,Professional,4,5-10 Miles,59,0
13840,24840,12/11/1956,120000,3,Partial High School,Professional,4,5-10 Miles,58,0
13841,24841,11/5/1955,90000,2,High School,Professional,2,2-5 Miles,59,1
13842,24842,5/22/1955,90000,3,High School,Professional,1,2-5 Miles,60,0
13843,24843,4/25/1955,130000,3,Partial College,Professional,3,5-10 Miles,60,0
13844,24844,9/1/1944,70000,5,High School,Professional,2,10+ Miles,71,0
13845,24845,11/16/1944,70000,5,High School,Professional,2,2-5 Miles,70,0
13846,24846,8/17/1944,80000,5,Bachelors,Management,2,2-5 Miles,71,0
13847,24847,7/18/1944,130000,3,Bachelors,Management,3,0-1 Miles,71,1
13848,24848,5/26/1945,70000,5,High School,Professional,3,10+ Miles,70,0
13849,24849,8/9/1946,100000,2,Bachelors,Management,4,2-5 Miles,69,0
13850,24850,7/2/1946,120000,4,Bachelors,Management,1,10+ Miles,69,1
13851,24851,6/8/1946,130000,4,Partial College,Professional,4,0-1 Miles,69,0
13852,24852,1/3/1946,170000,4,Bachelors,Management,3,0-1 Miles,69,1
13853,24853,4/4/1954,80000,4,Partial College,Professional,1,10+ Miles,61,0
13854,24854,3/15/1954,110000,3,Partial College,Professional,4,10+ Miles,61,0
13855,24855,4/25/1954,130000,3,Partial College,Professional,4,0-1 Miles,61,0
13856,24856,2/11/1954,130000,3,Partial College,Professional,4,5-10 Miles,61,0
13857,24857,4/20/1954,130000,3,High School,Professional,4,0-1 Miles,61,0
13858,24858,5/5/1954,130000,3,High School,Professional,4,0-1 Miles,61,0
13859,24859,9/26/1954,130000,3,High School,Professional,0,5-10 Miles,60,0
13860,24860,10/12/1954,170000,0,Partial High School,Professional,2,0-1 Miles,60,1
13861,24861,4/7/1953,90000,4,Partial College,Professional,2,2-5 Miles,62,0
13862,24862,6/13/1953,100000,3,Bachelors,Management,3,2-5 Miles,62,0
13863,24863,2/11/1953,100000,3,Bachelors,Management,4,2-5 Miles,62,0
13864,24864,2/8/1952,90000,4,Partial College,Professional,2,10+ Miles,63,0
13865,24865,11/26/1952,160000,4,Bachelors,Management,2,10+ Miles,62,1
13866,24866,2/11/1951,80000,4,High School,Professional,3,10+ Miles,64,0
13867,24867,5/17/1951,90000,4,High School,Professional,3,10+ Miles,64,0
13868,24868,9/22/1951,130000,4,High School,Professional,3,0-1 Miles,63,1
13869,24869,4/12/1951,130000,4,High School,Professional,3,10+ Miles,64,0
13870,24870,3/14/1951,150000,4,Bachelors,Management,3,0-1 Miles,64,1
13871,24871,5/24/1950,90000,4,High School,Management,3,5-10 Miles,65,0
13872,24872,10/3/1950,90000,4,High School,Management,3,10+ Miles,64,0
13873,24873,4/2/1950,110000,4,Partial College,Management,2,10+ Miles,65,1
13874,24874,3/16/1949,90000,4,High School,Management,3,5-10 Miles,66,0
13875,24875,5/21/1949,90000,4,High School,Management,3,10+ Miles,66,0
13876,24876,7/22/1949,130000,4,High School,Management,4,10+ Miles,66,0
13877,24877,6/5/1948,80000,5,High School,Management,4,10+ Miles,67,0
13878,24878,4/13/1948,90000,4,High School,Management,3,10+ Miles,67,0
13879,24879,4/11/1948,90000,4,Partial High School,Skilled Manual,4,10+ Miles,67,0
13880,24880,3/8/1948,110000,4,High School,Management,3,10+ Miles,67,0
13881,24881,2/24/1948,150000,4,High School,Management,4,0-1 Miles,67,0
13882,24882,10/28/1947,90000,5,Partial High School,Skilled Manual,2,5-10 Miles,67,0
13883,24883,3/26/1947,100000,4,Partial High School,Professional,1,5-10 Miles,68,1
13884,24884,8/19/1975,60000,0,Bachelors,Professional,3,10+ Miles,40,0
13885,24885,11/2/1975,60000,0,Bachelors,Professional,3,10+ Miles,39,0
13886,24886,1/6/1975,60000,0,Bachelors,Professional,4,10+ Miles,40,0
13887,24887,5/5/1975,70000,0,Bachelors,Professional,2,5-10 Miles,40,1
13888,24888,1/11/1975,70000,0,Bachelors,Professional,2,5-10 Miles,40,1
13889,24889,12/20/1975,70000,0,Bachelors,Professional,2,10+ Miles,39,1
13890,24890,1/10/1976,70000,0,Bachelors,Professional,2,10+ Miles,39,0
13891,24891,7/15/1976,70000,0,Bachelors,Professional,2,10+ Miles,39,0
13892,24892,4/24/1975,70000,0,Bachelors,Professional,3,10+ Miles,40,0
13893,24893,3/26/1974,60000,0,Bachelors,Professional,4,2-5 Miles,41,0
13894,24894,4/25/1974,70000,0,Bachelors,Professional,3,10+ Miles,41,0
13895,24895,11/10/1974,70000,0,Bachelors,Professional,4,10+ Miles,40,0
13896,24896,4/7/1975,80000,0,Bachelors,Professional,3,10+ Miles,40,0
13897,24897,7/16/1974,80000,0,Bachelors,Professional,3,10+ Miles,41,0
13898,24898,6/13/1974,80000,0,Bachelors,Professional,3,10+ Miles,41,0
13899,24899,1/18/1973,80000,0,Bachelors,Professional,3,10+ Miles,42,0
13900,24900,2/1/1974,90000,0,Bachelors,Professional,3,10+ Miles,41,1
13901,24901,4/25/1974,110000,0,Partial College,Management,3,10+ Miles,41,1
13902,24902,8/6/1973,90000,0,Bachelors,Professional,3,10+ Miles,42,1
13903,24903,4/9/1973,90000,0,Bachelors,Professional,3,10+ Miles,42,1
13904,24904,10/13/1973,90000,0,Bachelors,Professional,3,10+ Miles,41,1
13905,24905,10/22/1973,90000,0,Bachelors,Professional,3,10+ Miles,41,1
13906,24906,6/21/1972,80000,0,Bachelors,Professional,3,10+ Miles,43,0
13907,24907,8/27/1973,100000,0,High School,Management,2,10+ Miles,42,1
13908,24908,5/22/1972,90000,0,Bachelors,Professional,3,10+ Miles,43,1
13909,24909,12/12/1972,100000,0,High School,Management,3,10+ Miles,42,1
13910,24910,8/13/1972,100000,0,High School,Management,3,10+ Miles,43,1
13911,24911,2/18/1971,80000,0,Bachelors,Professional,4,10+ Miles,44,0
13912,24912,11/27/1972,110000,0,High School,Management,3,10+ Miles,42,1
13913,24913,8/14/1971,90000,0,Bachelors,Professional,4,10+ Miles,44,1
13914,24914,12/18/1971,90000,0,Bachelors,Professional,4,10+ Miles,43,1
13915,24915,3/23/1971,100000,0,High School,Management,3,10+ Miles,44,1
13916,24916,11/16/1970,90000,0,Bachelors,Professional,4,10+ Miles,44,1
13917,24917,7/21/1970,90000,0,Bachelors,Professional,4,10+ Miles,45,1
13918,24918,2/20/1970,90000,0,Bachelors,Professional,4,10+ Miles,45,1
13919,24919,8/25/1970,100000,0,Partial High School,Professional,4,10+ Miles,45,1
13920,24920,10/26/1970,110000,0,High School,Management,4,10+ Miles,44,1
13921,24921,6/3/1970,120000,0,Partial High School,Professional,4,10+ Miles,45,1
13922,24922,4/8/1970,120000,0,Partial High School,Professional,4,10+ Miles,45,1
13923,24923,4/4/1970,120000,0,Partial High School,Professional,4,10+ Miles,45,1
13924,24924,7/18/1971,110000,0,High School,Management,4,10+ Miles,44,1
13925,24925,11/27/1948,30000,4,High School,Professional,2,1-2 Miles,66,0
13926,24926,11/6/1948,30000,4,High School,Professional,2,1-2 Miles,66,0
13927,24927,7/11/1948,30000,4,High School,Professional,2,1-2 Miles,67,0
13928,24928,4/9/1948,30000,4,High School,Professional,2,1-2 Miles,67,0
13929,24929,9/10/1948,30000,4,High School,Professional,2,5-10 Miles,67,0
13930,24930,12/11/1947,30000,4,High School,Professional,2,5-10 Miles,67,0
13931,24931,8/2/1937,40000,4,High School,Professional,2,5-10 Miles,78,0
13932,24932,3/10/1937,40000,4,High School,Professional,2,5-10 Miles,78,0
13933,24933,5/25/1937,50000,3,Graduate Degree,Management,2,1-2 Miles,78,0
13934,24934,4/22/1937,50000,3,Graduate Degree,Management,2,1-2 Miles,78,0
13935,24935,5/9/1938,60000,3,Graduate Degree,Management,2,10+ Miles,77,0
13936,24936,5/21/1938,60000,3,Graduate Degree,Management,2,10+ Miles,77,0
13937,24937,9/21/1939,60000,3,Graduate Degree,Management,2,10+ Miles,75,0
13938,24938,6/23/1939,60000,3,Graduate Degree,Management,2,10+ Miles,76,0
13939,24939,5/6/1939,60000,3,Graduate Degree,Management,2,10+ Miles,76,0
13940,24940,6/26/1940,60000,3,Bachelors,Management,2,10+ Miles,75,0
13941,24941,4/24/1940,60000,3,Bachelors,Management,2,10+ Miles,75,0
13942,24942,7/24/1940,60000,3,Bachelors,Management,2,1-2 Miles,75,1
13943,24943,7/9/1940,60000,3,Bachelors,Management,2,10+ Miles,75,0
13944,24944,9/11/1940,60000,3,Bachelors,Management,2,10+ Miles,75,0
13945,24945,12/10/1940,60000,3,Bachelors,Management,2,10+ Miles,74,0
13946,24946,12/11/1940,60000,3,Graduate Degree,Management,2,10+ Miles,74,0
13947,24947,2/5/1941,40000,4,High School,Professional,2,1-2 Miles,74,0
13948,24948,3/1/1941,50000,3,Bachelors,Management,2,10+ Miles,74,0
13949,24949,11/10/1941,50000,3,Bachelors,Management,2,10+ Miles,73,0
13950,24950,9/28/1941,50000,4,Bachelors,Management,2,10+ Miles,73,0
13951,24951,9/25/1943,60000,4,Bachelors,Management,2,10+ Miles,71,0
13952,24952,9/11/1943,60000,4,Bachelors,Management,2,1-2 Miles,72,0
13953,24953,10/7/1944,30000,5,Partial High School,Clerical,2,1-2 Miles,70,0
13954,24954,1/6/1947,40000,4,High School,Professional,2,10+ Miles,68,0
13955,24955,11/5/1945,30000,5,Partial High School,Skilled Manual,3,10+ Miles,69,1
13956,24956,8/5/1945,30000,5,Partial High School,Skilled Manual,4,10+ Miles,70,1
13957,24957,4/21/1945,30000,5,Partial High School,Skilled Manual,4,10+ Miles,70,1
13958,24958,6/4/1946,40000,5,High School,Professional,3,2-5 Miles,69,1
13959,24959,10/17/1946,70000,5,Bachelors,Management,3,10+ Miles,68,1
13960,24960,2/8/1946,70000,5,Bachelors,Management,3,2-5 Miles,69,1
13961,24961,7/2/1947,40000,2,High School,Professional,1,2-5 Miles,68,0
13962,24962,10/26/1947,40000,2,High School,Professional,1,2-5 Miles,67,0
13963,24963,4/18/1947,40000,2,High School,Professional,2,10+ Miles,68,0
13964,24964,7/20/1947,40000,2,High School,Professional,2,2-5 Miles,68,0
13965,24965,10/28/1947,40000,2,High School,Professional,2,2-5 Miles,67,0
13966,24966,1/9/1947,70000,2,Bachelors,Management,1,2-5 Miles,68,1
13967,24967,2/18/1948,40000,2,High School,Professional,2,10+ Miles,67,0
13968,24968,2/18/1948,60000,2,Partial College,Professional,1,10+ Miles,67,0
13969,24969,9/26/1948,60000,2,Partial College,Professional,1,10+ Miles,66,0
13970,24970,4/18/1948,60000,2,Partial College,Professional,1,10+ Miles,67,0
13971,24971,8/21/1948,60000,2,Partial College,Professional,2,10+ Miles,67,0
13972,24972,9/26/1948,60000,2,Bachelors,Management,0,2-5 Miles,66,1
13973,24973,2/13/1948,60000,2,Bachelors,Management,0,10+ Miles,67,0
13974,24974,6/1/1948,60000,2,Bachelors,Management,0,10+ Miles,67,0
13975,24975,8/8/1949,60000,2,Partial College,Professional,2,10+ Miles,66,0
13976,24976,7/17/1949,60000,2,Partial College,Professional,2,2-5 Miles,66,1
13977,24977,7/12/1949,60000,2,Partial College,Professional,2,2-5 Miles,66,1
13978,24978,9/15/1949,60000,2,Partial College,Professional,2,10+ Miles,65,0
13979,24979,6/6/1949,60000,2,Partial College,Professional,2,2-5 Miles,66,1
13980,24980,7/1/1949,60000,2,Partial College,Professional,1,10+ Miles,66,0
13981,24981,5/6/1950,60000,2,Partial College,Professional,2,10+ Miles,65,0
13982,24982,10/17/1950,60000,2,Partial College,Professional,1,10+ Miles,64,0
13983,24983,8/21/1950,70000,4,Partial College,Professional,1,10+ Miles,65,0
13984,24984,3/2/1950,70000,4,Partial College,Professional,1,1-2 Miles,65,0
13985,24985,6/4/1950,80000,3,Bachelors,Management,1,5-10 Miles,65,0
13986,24986,12/12/1951,60000,2,High School,Professional,2,10+ Miles,63,0
13987,24987,4/18/1951,60000,2,Partial College,Professional,2,2-5 Miles,64,1
13988,24988,4/10/1951,70000,4,Partial College,Professional,2,10+ Miles,64,1
13989,24989,8/6/1952,70000,2,High School,Professional,2,10+ Miles,63,0
13990,24990,11/19/1952,70000,2,High School,Professional,2,2-5 Miles,62,1
13991,24991,5/7/1952,70000,2,Partial High School,Skilled Manual,2,10+ Miles,63,0
13992,24992,3/12/1952,70000,2,Partial High School,Skilled Manual,2,10+ Miles,63,0
13993,24993,3/22/1952,70000,2,Partial High School,Skilled Manual,2,10+ Miles,63,0
13994,24994,6/23/1953,60000,3,High School,Professional,2,10+ Miles,62,0
13995,24995,11/19/1953,60000,3,High School,Professional,2,10+ Miles,61,0
13996,24996,3/7/1953,60000,3,Partial High School,Skilled Manual,3,10+ Miles,62,1
13997,24997,10/1/1953,60000,3,Partial High School,Skilled Manual,3,10+ Miles,61,1
13998,24998,4/14/1968,130000,1,Graduate Degree,Management,3,0-1 Miles,47,1
13999,24999,4/25/1968,150000,1,Graduate Degree,Management,0,0-1 Miles,47,0
14000,25000,10/18/1979,40000,0,High School,Skilled Manual,2,1-2 Miles,35,1
14001,25001,2/26/1944,20000,4,High School,Skilled Manual,2,5-10 Miles,71,0
14002,25002,10/12/1978,40000,0,High School,Skilled Manual,2,5-10 Miles,36,0
14003,25003,10/17/1978,30000,0,Partial College,Skilled Manual,1,1-2 Miles,36,0
14004,25004,2/14/1978,30000,0,Partial College,Skilled Manual,1,1-2 Miles,37,0
14005,25005,8/16/1978,30000,0,Partial College,Skilled Manual,1,1-2 Miles,37,0
14006,25006,2/19/1978,30000,0,Partial College,Skilled Manual,1,5-10 Miles,37,0
14007,25007,9/2/1978,30000,0,Partial College,Skilled Manual,1,1-2 Miles,37,0
14008,25008,5/20/1978,60000,0,Partial College,Skilled Manual,2,1-2 Miles,37,1
14009,25009,3/6/1945,10000,2,Partial High School,Clerical,2,1-2 Miles,70,0
14010,25010,5/2/1946,30000,2,Partial College,Clerical,2,1-2 Miles,69,1
14011,25011,8/7/1947,30000,2,Partial College,Clerical,2,1-2 Miles,68,1
